Property_Id,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF
486,TA,TA,No,ALQ,836,Unf,0,237,1073
487,Gd,TA,Av,ALQ,998,Unf,0,486,1484
488,TA,Fa,No,BLQ,664,Unf,0,290,954
489,Gd,TA,Av,GLQ,515,Unf,0,115,630
490,Gd,TA,Mn,Unf,0,Unf,0,264,264
491,TA,TA,No,BLQ,403,Rec,165,238,806
492,Gd,TA,No,Unf,0,Unf,0,728,728
493,TA,TA,No,BLQ,374,LwQ,532,363,1269
494,Fa,TA,No,Unf,0,Unf,0,190,190
495,TA,TA,No,Rec,495,Unf,0,225,720
496,Gd,TA,No,GLQ,1231,Unf,0,1969,3200
497,TA,TA,No,Rec,329,Unf,0,697,1026
498,TA,TA,No,ALQ,450,Unf,0,414,864
499,TA,TA,No,BLQ,111,LwQ,279,522,912
500,TA,TA,No,BLQ,356,Unf,0,316,672
501,Gd,TA,No,GLQ,400,Unf,0,466,866
502,TA,TA,No,ALQ,698,GLQ,96,420,1214
503,TA,TA,No,ALQ,1247,Unf,0,254,1501
504,TA,TA,No,ALQ,257,Rec,495,103,855
505,TA,TA,No,Unf,0,Unf,0,960,960
506,Gd,TA,No,GLQ,380,Unf,0,397,777
507,Gd,TA,No,GLQ,27,Unf,0,1191,1218
508,TA,TA,No,Rec,141,Unf,0,548,689
509,TA,TA,No,ALQ,991,Unf,0,50,1041
510,TA,TA,No,BLQ,650,Rec,180,178,1008
511,Gd,TA,No,Unf,0,Unf,0,1368,1368
512,TA,TA,No,BLQ,521,LwQ,174,169,864
513,TA,TA,No,ALQ,336,Unf,0,748,1084
514,TA,TA,No,Unf,0,Unf,0,768,768
515,Ex,TA,No,GLQ,1436,Unf,0,570,2006
516,TA,TA,No,Unf,0,Unf,0,689,689
517,Gd,TA,No,Unf,0,Unf,0,1264,1264
518,Gd,TA,Mn,GLQ,706,Unf,0,88,794
519,Gd,TA,No,Unf,0,Unf,0,1276,1276
520,No,No,No,No,0,No,0,0,0
521,TA,TA,No,Rec,777,Unf,0,467,1244
522,TA,TA,No,ALQ,399,Unf,0,605,1004
523,Ex,TA,Gd,GLQ,2260,Unf,0,878,3138
524,Gd,TA,No,GLQ,719,Unf,0,660,1379
525,Gd,TA,No,Unf,0,Unf,0,1257,1257
526,Gd,TA,No,Rec,377,Unf,0,551,928
527,Ex,TA,Av,GLQ,1330,Unf,0,122,1452
528,TA,TA,Mn,ALQ,348,Unf,0,180,528
529,TA,TA,No,Rec,1219,Unf,0,816,2035
530,Gd,TA,Av,GLQ,783,Unf,0,678,1461
531,Fa,Fa,Mn,Unf,0,Unf,0,611,611
532,No,No,No,No,0,No,0,0,0
533,No,No,No,No,0,No,0,0,0
534,Ex,Gd,Av,Unf,0,Unf,0,707,707
535,Gd,TA,Gd,GLQ,969,Unf,0,148,1117
536,Gd,TA,Av,Unf,0,Unf,0,880,880
537,TA,TA,No,BLQ,600,Unf,0,264,864
538,TA,TA,No,BLQ,673,Unf,0,378,1051
539,Gd,TA,Av,GLQ,1358,Unf,0,223,1581
540,Ex,TA,Av,GLQ,1260,Unf,0,578,1838
541,Gd,TA,No,Unf,0,Unf,0,969,969
542,Ex,TA,No,LwQ,144,GLQ,1127,379,1650
543,Gd,TA,Av,GLQ,584,LwQ,139,0,723
544,Gd,Gd,Av,GLQ,554,Unf,0,100,654
545,Gd,Gd,No,GLQ,1002,LwQ,202,0,1204
546,Gd,TA,No,Rec,300,Unf,0,765,1065
547,Gd,TA,Av,ALQ,619,Unf,0,149,768
548,TA,TA,No,LwQ,180,Rec,645,0,825
549,Gd,TA,No,Unf,0,Unf,0,912,912
550,Gd,TA,No,ALQ,559,Unf,0,510,1069
551,TA,TA,No,Rec,308,Unf,0,620,928
552,Ex,TA,Av,Unf,0,Unf,0,1709,1709
553,No,No,No,No,0,No,0,0,0
554,Gd,TA,No,GLQ,866,Unf,0,132,998
555,TA,Fa,No,Unf,0,Unf,0,993,993
556,TA,TA,No,Rec,895,Unf,0,197,1092
557,TA,TA,No,Rec,637,Unf,0,0,637
558,Gd,TA,Gd,GLQ,604,Unf,0,125,729
559,Gd,TA,Gd,Unf,0,Unf,0,1374,1374
560,Gd,TA,No,ALQ,1302,Unf,0,90,1392
561,Gd,TA,Av,ALQ,1071,LwQ,123,195,1389
562,TA,TA,No,BLQ,290,Unf,0,706,996
563,Gd,TA,Mn,Unf,0,Unf,0,1163,1163
564,Gd,TA,No,GLQ,728,Unf,0,367,1095
565,Gd,TA,No,Unf,0,Unf,0,806,806
566,Gd,Gd,No,Unf,0,Unf,0,1122,1122
567,Gd,TA,No,GLQ,2,Unf,0,1515,1517
568,Gd,TA,Gd,GLQ,1441,Unf,0,55,1496
569,Gd,TA,Gd,GLQ,943,Unf,0,0,943
570,TA,TA,No,LwQ,231,Unf,0,1497,1728
571,TA,TA,No,BLQ,414,Unf,0,450,864
572,Ex,TA,Av,Unf,0,Unf,0,846,846
573,Gd,TA,No,Unf,0,Unf,0,384,384
574,TA,TA,Av,ALQ,349,Unf,0,23,372
575,TA,TA,No,Rec,442,Unf,0,390,832
576,TA,TA,No,Unf,0,Unf,0,861,861
577,TA,TA,Av,LwQ,328,ALQ,551,285,1164
578,Gd,TA,No,Unf,0,Unf,0,689,689
579,TA,TA,No,Unf,0,Unf,0,1050,1050
580,TA,TA,No,BLQ,594,Rec,219,331,1144
581,Ex,TA,No,Unf,0,Unf,0,2042,2042
582,Gd,TA,Av,GLQ,816,Unf,0,0,816
583,TA,TA,No,Unf,0,Unf,0,1237,1237
584,TA,TA,No,Unf,0,Unf,0,884,884
585,Ex,TA,Gd,GLQ,1460,Unf,0,408,1868
586,TA,Gd,Mn,Rec,210,ALQ,606,0,816
587,TA,TA,Av,ALQ,672,Unf,0,168,840
588,TA,TA,Gd,GLQ,1324,Unf,0,113,1437
589,TA,TA,No,Unf,0,Unf,0,742,742
590,Gd,TA,No,GLQ,490,Unf,0,280,770
591,Ex,TA,Gd,GLQ,1338,Unf,0,384,1722
592,TA,Gd,No,GLQ,816,Unf,0,0,816
593,Gd,TA,Av,GLQ,685,Unf,0,163,848
594,Gd,TA,No,Unf,0,Unf,0,924,924
595,Gd,TA,Gd,GLQ,1422,Unf,0,392,1814
596,TA,TA,No,Unf,0,Unf,0,684,684
597,Ex,TA,Av,Unf,0,Unf,0,1258,1258
598,Gd,TA,Mn,ALQ,1283,LwQ,147,0,1430
599,Gd,TA,No,LwQ,81,GLQ,612,23,716
600,Gd,TA,Av,GLQ,546,Unf,0,512,1058
601,TA,TA,No,Unf,0,Unf,0,780,780
602,Gd,TA,Mn,GLQ,789,Unf,0,119,908
603,Gd,TA,No,Unf,0,Unf,0,600,600
604,Gd,TA,Mn,GLQ,922,Unf,0,572,1494
605,TA,TA,No,BLQ,454,Unf,0,314,768
606,Gd,TA,No,GLQ,732,Unf,0,308,1040
607,TA,Gd,No,GLQ,603,Unf,0,293,896
608,Gd,TA,Mn,BLQ,428,Unf,0,537,965
609,TA,TA,Mn,Rec,903,Unf,0,126,1029
610,Ex,TA,Mn,GLQ,904,Unf,0,536,1440
611,Gd,TA,Av,ALQ,605,Unf,0,427,1032
612,Gd,TA,Av,GLQ,990,Unf,0,309,1299
613,Gd,TA,No,ALQ,206,Unf,0,914,1120
614,Gd,TA,Av,LwQ,150,GLQ,480,0,630
615,TA,TA,Gd,GLQ,763,Unf,0,173,936
616,Gd,TA,No,GLQ,457,Unf,0,326,783
617,TA,TA,No,Unf,0,Unf,0,832,832
618,Ex,TA,Av,GLQ,48,Unf,0,1774,1822
619,Gd,TA,Gd,GLQ,871,Unf,0,611,1482
620,TA,TA,No,BLQ,41,Unf,0,823,864
621,TA,TA,No,ALQ,956,Rec,182,384,1522
622,TA,TA,No,BLQ,560,Unf,0,420,980
623,Gd,TA,No,GLQ,420,Unf,0,336,756
624,TA,TA,No,Rec,247,Unf,0,485,732
625,TA,TA,No,Unf,0,Unf,0,1116,1116
626,TA,TA,No,Unf,0,Unf,0,978,978
627,TA,TA,Av,BLQ,674,LwQ,132,350,1156
628,Gd,TA,Av,Rec,650,Unf,0,390,1040
629,TA,TA,Gd,GLQ,624,Rec,336,288,1248
630,Fa,Fa,No,Unf,0,Unf,0,636,636
631,Gd,Gd,Mn,GLQ,24,Unf,0,1530,1554
632,TA,TA,No,ALQ,822,Unf,0,564,1386
633,TA,TA,No,BLQ,480,LwQ,468,108,1056
634,TA,TA,No,GLQ,1056,Unf,0,0,1056
635,TA,Fa,No,LwQ,256,Unf,0,1184,1440
636,TA,Fa,No,Unf,0,Unf,0,264,264
637,TA,TA,No,Unf,0,Unf,0,811,811
638,Fa,TA,No,Unf,0,Unf,0,796,796
639,Gd,Gd,Av,GLQ,1154,Unf,0,366,1520
640,Ex,TA,Gd,GLQ,1218,Unf,0,300,1518
641,Gd,TA,No,GLQ,738,Unf,0,319,1057
642,Gd,TA,Gd,GLQ,1410,Unf,0,542,1952
643,TA,TA,No,Rec,493,BLQ,287,0,780
644,Ex,TA,Mn,GLQ,1121,Unf,0,645,1766
645,TA,TA,No,ALQ,282,LwQ,35,664,981
646,No,No,No,No,0,No,0,0,0
647,TA,TA,Mn,Rec,500,Unf,0,594,1094
648,TA,TA,No,Unf,0,Unf,0,756,756
649,Gd,TA,Av,BLQ,131,GLQ,499,0,630
650,Gd,TA,No,Unf,0,Unf,0,813,813
651,TA,TA,Mn,Unf,0,Unf,0,755,755
652,Gd,TA,No,Unf,0,Unf,0,880,880
653,TA,TA,No,Unf,0,Unf,0,756,756
654,Gd,TA,Gd,GLQ,1696,Unf,0,413,2109
655,TA,TA,No,Unf,0,Unf,0,525,525
656,TA,TA,No,ALQ,806,Unf,0,247,1053
657,Gd,TA,No,Unf,0,Unf,0,776,776
658,TA,TA,No,Unf,0,Unf,0,912,912
659,TA,TA,No,BLQ,637,Unf,0,849,1486
660,Gd,TA,No,Unf,0,Unf,0,793,793
661,Gd,Gd,No,GLQ,1361,Rec,180,88,1629
662,Fa,Fa,No,Unf,0,Unf,0,1392,1392
663,Gd,TA,Av,BLQ,920,Rec,180,38,1138
664,Ex,TA,Mn,GLQ,1721,Unf,0,356,2077
665,Gd,TA,No,Unf,0,Unf,0,1406,1406
666,Gd,TA,No,LwQ,187,Rec,723,111,1021
667,Gd,TA,No,GLQ,1138,Unf,0,270,1408
668,TA,TA,No,Rec,988,Unf,0,200,1188
669,Fa,TA,No,Unf,0,Unf,0,700,700
670,Gd,TA,No,GLQ,193,Unf,0,545,738
671,TA,TA,No,BLQ,551,Unf,0,121,672
672,Gd,TA,No,ALQ,767,Unf,0,441,1208
673,TA,TA,No,GLQ,1186,Unf,0,291,1477
674,TA,TA,No,Rec,892,Unf,0,244,1136
675,TA,TA,No,ALQ,311,Unf,0,544,855
676,TA,Fa,No,Unf,0,Unf,0,1095,1095
677,TA,TA,No,Unf,0,Unf,0,768,768
678,Ex,TA,Mn,Unf,0,Unf,0,2046,2046
679,TA,TA,No,Rec,827,Unf,0,161,988
680,Gd,TA,No,BLQ,543,BLQ,119,261,923
681,TA,TA,No,Rec,182,Unf,0,611,793
682,Gd,TA,Mn,GLQ,1003,Unf,0,288,1291
683,Gd,TA,Av,GLQ,1059,Unf,0,567,1626
684,Gd,TA,No,Unf,0,Unf,0,1195,1195
685,Gd,TA,Mn,GLQ,828,LwQ,182,180,1190
686,Gd,TA,No,Unf,0,Unf,0,874,874
687,Gd,TA,No,GLQ,239,Unf,0,312,551
688,Gd,TA,Av,GLQ,945,Unf,0,474,1419
689,Gd,TA,Av,ALQ,20,Unf,0,1342,1362
690,Gd,TA,Gd,GLQ,697,Unf,0,151,848
691,Ex,TA,Gd,GLQ,1455,Unf,0,989,2444
692,Gd,TA,Gd,GLQ,965,Unf,0,245,1210
693,TA,TA,No,Unf,0,Unf,0,1073,1073
694,TA,TA,No,Unf,0,Unf,0,927,927
695,Gd,Gd,No,GLQ,980,LwQ,40,92,1112
696,TA,TA,No,LwQ,616,Unf,0,0,616
697,Ex,Gd,Mn,LwQ,210,ALQ,551,219,980
698,TA,TA,No,GLQ,553,BLQ,117,224,894
699,Gd,TA,Mn,GLQ,16,Unf,0,1375,1391
700,Ex,TA,Gd,GLQ,1274,Unf,0,526,1800
701,TA,TA,No,Unf,0,Unf,0,1164,1164
702,Ex,Gd,No,Unf,0,Unf,0,1234,1234
703,Gd,TA,No,Unf,0,Unf,0,360,360
704,Gd,TA,Av,GLQ,712,Unf,0,761,1473
705,No,No,No,No,0,No,0,0,0
706,Gd,TA,Gd,GLQ,1219,Unf,0,424,1643
707,Gd,TA,No,GLQ,863,Unf,0,461,1324
708,Gd,TA,Av,Unf,0,Unf,0,728,728
709,TA,TA,No,Unf,0,Unf,0,876,876
710,TA,TA,No,Unf,0,Unf,0,270,270
711,TA,TA,Mn,Unf,0,Unf,0,859,859
712,Gd,TA,Mn,GLQ,767,Unf,0,461,1228
713,TA,TA,Av,ALQ,789,Unf,0,171,960
714,TA,TA,No,GLQ,533,Unf,0,192,725
715,Gd,TA,No,Unf,0,Unf,0,1064,1064
716,TA,TA,No,Unf,0,Unf,0,718,718
717,Gd,TA,No,BLQ,1084,Unf,0,92,1176
718,Gd,TA,Gd,GLQ,1173,Unf,0,138,1311
719,Gd,TA,Gd,ALQ,523,Unf,0,448,971
720,Gd,TA,Gd,GLQ,1148,Unf,0,594,1742
721,Gd,TA,Av,GLQ,662,Unf,0,186,848
722,TA,TA,No,ALQ,191,Unf,0,673,864
723,TA,TA,No,Unf,0,Unf,0,941,941
724,Ex,TA,No,GLQ,1234,Unf,0,464,1698
725,TA,TA,No,ALQ,375,BLQ,239,250,864
726,Gd,TA,No,GLQ,808,Unf,0,72,880
727,Gd,TA,Av,GLQ,724,Unf,0,508,1232
728,TA,TA,No,Unf,0,Unf,0,1584,1584
729,TA,TA,No,BLQ,152,Unf,0,628,780
730,Gd,TA,No,GLQ,1180,Unf,0,415,1595
731,Ex,TA,Av,GLQ,786,Unf,0,82,868
732,Gd,TA,Av,ALQ,252,Unf,0,901,1153
733,TA,TA,No,BLQ,594,Unf,0,270,864
734,TA,TA,No,Unf,0,Unf,0,948,948
735,Gd,TA,Mn,Rec,390,Unf,0,490,880
736,No,No,No,No,0,No,0,0,0
737,Gd,TA,No,Unf,0,Unf,0,893,893
738,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200
739,Gd,TA,No,Unf,0,Unf,0,864,864
740,Fa,Fa,No,Unf,0,Unf,0,264,264
741,TA,TA,Mn,GLQ,832,Unf,0,80,912
742,Gd,TA,No,Unf,0,Unf,0,1349,1349
743,Gd,TA,Av,ALQ,444,Unf,0,76,520
744,Gd,TA,No,GLQ,733,Unf,0,604,1337
745,TA,Gd,No,GLQ,575,ALQ,80,487,1142
746,Gd,TA,No,GLQ,300,Unf,0,652,952
747,TA,Fa,No,Unf,0,Unf,0,1240,1240
748,Gd,TA,No,GLQ,919,Unf,0,801,1720
749,No,No,No,No,0,No,0,0,0
750,TA,Fa,No,Unf,0,Unf,0,576,576
751,Gd,TA,No,Unf,0,Unf,0,660,660
752,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479
753,Gd,TA,Mn,Unf,0,Unf,0,1030,1030
754,TA,TA,No,GLQ,439,LwQ,472,115,1026
755,Gd,TA,No,GLQ,381,Unf,0,348,729
756,Gd,TA,Av,GLQ,20,Unf,0,846,866
757,TA,TA,Mn,Rec,438,Unf,0,234,672
758,Gd,TA,No,ALQ,549,Unf,0,195,744
759,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318
760,TA,TA,No,Rec,612,Unf,0,252,864
761,TA,TA,Mn,LwQ,405,Unf,0,740,1145
762,Gd,TA,Mn,GLQ,24,Unf,0,732,756
763,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252
764,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494
765,Gd,TA,No,Unf,0,Unf,0,1498,1498
766,Gd,TA,No,GLQ,394,Unf,0,586,980
767,Gd,TA,Mn,ALQ,660,Unf,0,323,983
768,Gd,TA,No,GLQ,24,Unf,0,1836,1860
769,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650
770,Gd,TA,Av,GLQ,685,Unf,0,173,858
771,Fa,Fa,No,LwQ,836,Unf,0,0,836
772,TA,TA,Av,ALQ,422,BLQ,127,480,1029
773,TA,TA,No,Rec,456,Unf,0,456,912
774,Gd,TA,Av,Unf,0,Unf,0,1935,1935
775,Ex,TA,No,GLQ,866,Unf,0,338,1204
776,Gd,TA,Av,GLQ,20,Unf,0,1594,1614
777,TA,TA,No,ALQ,762,Unf,0,102,864
778,No,No,No,No,0,No,0,0,0
779,Gd,TA,Gd,GLQ,975,Unf,0,0,975
780,Gd,Gd,No,Unf,0,Unf,0,1237,1237
781,Gd,TA,No,ALQ,387,Unf,0,374,761
782,Gd,TA,No,Unf,0,Unf,0,1413,1413
783,Gd,TA,Av,GLQ,1097,Unf,0,0,1097
784,TA,TA,No,Unf,0,Unf,0,742,742
785,TA,TA,No,Rec,251,LwQ,630,491,1372
786,Fa,TA,No,LwQ,686,Unf,0,0,686
787,Gd,TA,No,GLQ,656,Unf,0,300,956
788,TA,TA,No,Unf,0,Unf,0,901,901
789,TA,Fa,Gd,LwQ,568,Unf,0,264,832
790,Gd,TA,No,GLQ,16,Unf,0,1129,1145
791,Gd,TA,Av,ALQ,539,Unf,0,490,1029
792,Gd,TA,Av,GLQ,862,Unf,0,255,1117
793,Gd,TA,Av,Unf,0,Unf,0,1496,1496
794,Gd,TA,No,Unf,0,Unf,0,712,712
795,Gd,TA,No,Unf,0,Unf,0,650,650
796,TA,TA,No,Unf,0,Unf,0,660,660
797,TA,TA,No,BLQ,570,Unf,0,203,773
798,Ex,TA,No,Unf,0,Unf,0,1926,1926
799,Gd,TA,No,ALQ,569,Unf,0,162,731
800,Gd,TA,Gd,GLQ,462,Unf,0,154,616
801,TA,TA,No,LwQ,197,Unf,0,999,1196
802,Gd,TA,Av,GLQ,648,Unf,0,80,728
803,Ex,TA,Gd,Unf,0,Unf,0,1734,1734
804,TA,TA,No,LwQ,812,Unf,0,124,936
805,Gd,TA,No,Unf,0,Unf,0,1417,1417
806,TA,TA,Av,ALQ,400,Rec,480,100,980
807,TA,TA,Gd,GLQ,1309,Unf,0,15,1324
808,TA,TA,Av,ALQ,516,BLQ,128,380,1024
809,TA,TA,No,Unf,0,Unf,0,849,849
810,TA,TA,No,ALQ,663,LwQ,377,0,1040
811,Gd,TA,Gd,GLQ,662,Unf,0,186,848
812,TA,TA,Av,Unf,0,Unf,0,540,540
813,TA,TA,No,Rec,608,Unf,0,834,1442
814,TA,TA,No,Unf,0,Unf,0,686,686
815,Gd,TA,No,Unf,0,Unf,0,1649,1649
816,TA,TA,No,BLQ,486,Unf,0,522,1008
817,Gd,TA,No,GLQ,1218,Unf,0,350,1568
818,TA,TA,Av,GLQ,504,Unf,0,506,1010
819,Gd,TA,Mn,GLQ,733,Unf,0,625,1358
820,Gd,TA,No,Unf,0,Unf,0,798,798
821,Fa,TA,No,Unf,0,Unf,0,936,936
822,Gd,TA,Gd,Unf,0,Unf,0,847,847
823,TA,TA,No,Unf,0,Unf,0,778,778
824,Gd,Gd,No,Unf,0,Unf,0,1489,1489
825,Ex,TA,Av,GLQ,1636,Unf,0,442,2078
826,TA,TA,No,ALQ,784,Unf,0,0,784
827,Gd,TA,No,GLQ,20,Unf,0,1434,1454
828,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013
829,Gd,TA,No,Unf,0,Unf,0,600,600
830,TA,TA,No,Rec,1040,Unf,0,352,1392
831,Gd,TA,No,Unf,0,Unf,0,600,600
832,Gd,TA,No,GLQ,483,Unf,0,458,941
833,TA,TA,No,Rec,196,BLQ,345,975,1516
834,TA,TA,No,Rec,572,Unf,0,572,1144
835,Gd,TA,No,BLQ,442,Unf,0,625,1067
836,TA,TA,No,Rec,338,Unf,0,1221,1559
837,TA,TA,No,BLQ,330,Unf,0,153,483
838,Gd,TA,No,Unf,0,Unf,0,1099,1099
839,TA,TA,No,BLQ,352,Unf,0,416,768
840,TA,TA,No,BLQ,156,Unf,0,516,672
841,TA,TA,No,Unf,0,Unf,0,650,650
842,TA,TA,Gd,Rec,312,ALQ,539,276,1127
843,TA,TA,No,Unf,0,Unf,0,1800,1800
844,TA,TA,Mn,Unf,0,Unf,0,876,876
845,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390
846,Gd,TA,No,ALQ,513,Unf,0,227,740
847,TA,TA,Av,BLQ,460,Unf,0,404,864
848,TA,TA,No,Unf,0,Unf,0,907,907
849,TA,TA,No,Unf,0,Unf,0,528,528
850,Gd,TA,Av,GLQ,659,Unf,0,189,848
851,Gd,TA,Gd,Unf,0,Unf,0,1273,1273
852,TA,TA,No,Rec,364,Unf,0,554,918
853,TA,TA,Gd,Rec,564,Unf,0,563,1127
854,TA,TA,Mn,ALQ,306,Rec,1085,372,1763
855,TA,TA,No,ALQ,659,Unf,0,381,1040
856,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940
857,Gd,TA,No,Unf,0,Unf,0,702,702
858,Gd,TA,No,Unf,0,Unf,0,1090,1090
859,TA,TA,Mn,BLQ,619,Unf,0,435,1054
860,TA,TA,No,Unf,0,Unf,0,912,912
861,TA,TA,Mn,BLQ,841,Unf,0,198,1039
862,Gd,TA,No,GLQ,338,Unf,0,702,1040
863,TA,TA,No,BLQ,1148,Unf,0,0,1148
864,Ex,TA,No,Unf,0,Unf,0,1372,1372
865,TA,TA,No,BLQ,828,Unf,0,174,1002
866,Gd,TA,Av,Unf,0,Unf,0,1638,1638
867,TA,TA,No,ALQ,932,Unf,0,108,1040
868,No,No,No,No,0,No,0,0,0
869,Gd,TA,No,GLQ,750,Unf,0,300,1050
870,TA,TA,No,Unf,0,Unf,0,894,894
871,Gd,TA,No,GLQ,505,Unf,0,299,804
872,TA,TA,Av,Unf,0,Unf,0,105,105
873,TA,TA,No,Rec,375,Unf,0,457,832
874,TA,TA,No,Unf,0,Unf,0,676,676
875,Gd,TA,Av,GLQ,64,Unf,0,1120,1184
876,TA,TA,Gd,ALQ,633,Unf,0,431,1064
877,Ex,TA,No,GLQ,1170,Unf,0,292,1462
878,TA,TA,Av,ALQ,899,Unf,0,210,1109
879,TA,TA,No,ALQ,646,Unf,0,218,864
880,Ex,Gd,No,ALQ,980,Unf,0,110,1090
881,Gd,TA,Mn,LwQ,902,Unf,0,254,1156
882,Gd,TA,No,Unf,0,Unf,0,808,808
883,TA,Fa,No,Unf,0,Unf,0,795,795
884,TA,TA,No,BLQ,432,Unf,0,460,892
885,Ex,TA,Av,GLQ,1238,Unf,0,460,1698
886,TA,TA,No,LwQ,528,Unf,0,1098,1626
887,TA,TA,No,Unf,0,Unf,0,816,816
888,TA,Gd,Gd,ALQ,351,Rec,823,1043,2217
889,TA,TA,No,BLQ,1024,Unf,0,481,1505
890,TA,TA,Mn,Unf,0,Unf,0,672,672
891,TA,TA,No,LwQ,226,Rec,500,192,918
892,TA,TA,No,GLQ,663,Unf,0,396,1059
893,Gd,TA,Mn,BLQ,1064,Unf,0,319,1383
894,No,No,No,No,0,No,0,0,0
895,TA,TA,No,BLQ,400,Unf,0,380,780
896,TA,TA,No,ALQ,285,Unf,0,666,951
897,No,No,No,No,0,No,0,0,0
898,Ex,TA,Gd,GLQ,2188,Unf,0,142,2330
899,TA,TA,No,BLQ,465,Unf,0,447,912
900,TA,TA,No,ALQ,322,Unf,0,536,858
901,TA,TA,Mn,BLQ,860,Unf,0,132,992
902,Gd,TA,No,Unf,0,Unf,0,783,783
903,Gd,TA,No,Unf,0,Unf,0,1670,1670
904,TA,TA,No,GLQ,599,Unf,0,277,876
905,TA,TA,No,Rec,354,LwQ,290,412,1056
906,Gd,TA,No,GLQ,63,Unf,0,1560,1623
907,Gd,TA,No,Rec,223,Unf,0,794,1017
908,Gd,TA,Av,BLQ,301,ALQ,324,239,864
909,Gd,TA,No,Unf,0,Unf,0,742,742
910,TA,TA,No,Rec,443,Unf,0,662,1105
911,Gd,Gd,Av,ALQ,196,Unf,0,1072,1268
912,TA,TA,No,Rec,489,Unf,0,279,768
913,TA,TA,No,BLQ,284,Unf,0,717,1001
914,Gd,TA,Av,GLQ,294,Unf,0,318,612
915,TA,TA,No,Unf,0,Unf,0,546,546
916,TA,TA,Av,BLQ,50,Unf,0,430,480
917,TA,TA,No,ALQ,1059,Unf,0,75,1134
918,Ex,TA,Mn,BLQ,48,GLQ,634,422,1104
919,Gd,TA,No,ALQ,528,BLQ,411,245,1184
920,Gd,Gd,No,GLQ,814,Unf,0,114,928
921,TA,TA,No,ALQ,1084,Unf,0,188,1272
922,Gd,TA,No,GLQ,28,Unf,0,1288,1316
923,Gd,TA,No,LwQ,165,GLQ,841,598,1604
924,Gd,TA,No,BLQ,625,LwQ,1061,0,1686
925,Gd,TA,Av,ALQ,767,LwQ,93,266,1126
926,Gd,TA,No,Unf,0,Unf,0,1181,1181
927,TA,TA,No,BLQ,552,Unf,0,280,832
928,Gd,TA,Av,Unf,0,Unf,0,1753,1753
929,Gd,TA,No,Unf,0,Unf,0,964,964
930,Gd,TA,Av,GLQ,16,Unf,0,1450,1466
931,TA,TA,No,BLQ,338,Rec,466,121,925
932,Ex,Gd,No,Unf,0,Unf,0,1905,1905
933,Gd,TA,Av,GLQ,20,Unf,0,1480,1500
934,Gd,TA,Gd,GLQ,425,Unf,0,160,585
935,Fa,TA,Mn,Unf,0,Unf,0,600,600
936,Gd,TA,No,GLQ,833,Unf,0,343,1176
937,Gd,TA,Mn,GLQ,341,Unf,0,772,1113
938,Gd,Gd,Mn,GLQ,464,Unf,0,927,1391
939,TA,TA,Mn,Unf,0,Unf,0,1032,1032
940,TA,TA,Gd,Rec,936,LwQ,396,396,1728
941,Gd,TA,No,ALQ,772,Unf,0,220,992
942,Gd,TA,Gd,GLQ,1440,Unf,0,0,1440
943,TA,TA,Av,Unf,0,Unf,0,1632,1632
944,TA,TA,No,GLQ,111,Rec,354,354,819
945,TA,TA,No,LwQ,1088,Unf,0,0,1088
946,TA,TA,Av,ALQ,748,BLQ,294,102,1144
947,Gd,TA,Av,GLQ,1300,Unf,0,316,1616
948,Gd,TA,No,Unf,0,Unf,0,936,936
949,TA,TA,No,ALQ,982,Unf,0,179,1161
950,TA,TA,No,ALQ,398,BLQ,149,317,864
951,TA,TA,No,BLQ,641,Unf,0,187,828
952,Gd,TA,Av,GLQ,660,Unf,0,108,768
953,TA,TA,Av,ALQ,562,LwQ,193,29,784
954,Gd,Gd,Gd,GLQ,945,Unf,0,0,945
955,Gd,TA,No,Rec,484,Unf,0,495,979
956,Gd,TA,No,ALQ,285,Unf,0,276,561
957,TA,TA,No,Rec,417,Unf,0,640,1057
958,Gd,TA,Mn,GLQ,699,Unf,0,638,1337
959,Gd,TA,No,ALQ,604,Unf,0,92,696
960,TA,TA,Gd,BLQ,696,Unf,0,162,858
961,Gd,Gd,No,ALQ,896,Unf,0,434,1330
962,Gd,TA,No,ALQ,556,Unf,0,248,804
963,Ex,TA,No,Unf,0,Unf,0,1800,1800
964,Gd,TA,No,GLQ,624,Unf,0,193,817
965,Gd,TA,No,Unf,0,Unf,0,783,783
966,TA,Fa,No,Rec,428,Unf,0,300,728
967,TA,TA,No,ALQ,902,Unf,0,196,1098
968,TA,TA,No,Unf,0,Unf,0,600,600
969,TA,TA,Gd,ALQ,513,Unf,0,75,588
970,TA,TA,No,Unf,0,Unf,0,720,720
971,Gd,TA,No,GLQ,567,Unf,0,197,764
972,Gd,TA,No,Unf,0,Unf,0,918,918
973,Gd,TA,No,Unf,0,Unf,0,1428,1428
