Property_Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2
243,SC160,RL,75,10762,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm
244,SC60,RL,0,8880,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
245,SC20,RL,80,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
246,SC190,RM,69,9142,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
247,SC20,RL,75,11310,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
248,SC60,RL,72,11317,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
249,SC50,RL,0,159000,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm
250,SC30,RL,55,5350,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
251,SC120,RM,44,4750,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm
252,SC60,RL,65,8366,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
253,SC80,RL,85,9350,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
254,SC20,RL,70,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
255,SC60,RL,66,8738,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
256,SC60,FV,64,8791,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
257,SC20,RL,68,8814,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
258,SC60,RL,80,12435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
259,SC20,RM,70,12702,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
260,SC80,RL,120,19296,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm
261,SC60,RL,69,9588,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
262,SC80,RL,88,8471,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm
263,SC50,RM,50,5500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
264,SC30,RM,30,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm
265,SC20,RL,78,12090,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
266,SC60,RL,70,11207,Pave,None,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm
267,SC75,RL,60,8400,Pave,None,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm
268,SC30,RM,71,6900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
269,SC20,RL,0,7917,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
270,SC60,FV,84,10728,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
271,SC20,RL,73,39104,Pave,None,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm
272,SC60,RL,92,11764,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm
273,SC20,RL,80,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm
274,SC20,RL,76,8314,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm
275,SC50,RL,55,7264,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
276,SC20,RL,129,9196,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
277,SC20,RL,140,19138,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
278,SC20,RL,107,14450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
279,SC60,RL,83,10005,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm
280,SC60,RL,82,11287,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
281,SC20,FV,60,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
282,SC120,RL,34,5063,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
283,SC20,RL,74,9612,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm
284,SC120,RL,50,8012,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
285,SC160,FV,35,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
286,SC50,RL,77,9786,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm
287,SC20,RL,0,8125,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
288,SC20,RL,0,9819,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
289,SC70,RL,60,8730,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm
290,SC60,RL,120,15611,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
291,SC190,RL,55,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm
292,SC50,RL,60,11409,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
293,SC60,RL,0,16659,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm
294,SC20,RL,80,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
295,SC80,RL,37,7937,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm
296,SC50,RM,75,13710,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
297,SC60,FV,66,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
298,SC60,RL,90,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
299,SC20,RL,80,14000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
300,SC190,RL,90,15750,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm
301,SC60,RL,66,16226,Pave,None,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
302,SC20,RL,118,13704,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
303,SC20,RL,70,9800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
304,SC75,RM,87,18386,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
305,SC20,RL,80,10386,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
306,SC60,RL,116,13474,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm
307,SC50,RM,0,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm
308,SC30,RL,0,12342,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
309,SC20,RL,90,12378,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
310,SC60,RL,0,7685,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
311,SC20,RL,50,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
312,SC190,RM,65,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
313,SC20,RL,150,215245,Pave,None,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm
314,SC70,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
315,SC60,RL,71,7795,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
316,SC60,RL,94,13005,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm
317,SC60,FV,75,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
318,SC60,RL,90,9900,Pave,None,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm
319,SC80,RL,0,14115,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
320,SC60,RL,111,16259,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm
321,SC60,RL,99,12099,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
322,SC60,RL,86,10380,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
323,SC20,RM,49,5820,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
324,SC80,RL,96,11275,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm
325,SC45,RM,50,5000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm
326,SC120,RL,32,10846,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm
327,SC20,RL,80,11600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
328,SC75,RL,0,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm
329,SC70,RM,60,6402,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm
330,SC90,RL,0,10624,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
331,SC20,RL,70,8176,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
332,SC20,RL,85,10655,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
333,SC120,RM,59,8198,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm
334,SC60,RL,59,9042,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
335,SC190,RL,0,164660,Grvl,None,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm
336,SC20,RL,86,14157,Pave,None,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm
337,SC20,RL,70,9135,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
338,SC20,RL,91,14145,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm
339,SC20,RL,66,12400,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm
340,SC60,RL,85,14191,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
341,SC20,RH,60,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm
342,SC90,RL,0,8544,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
343,SC120,RL,63,8849,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
344,SC160,RM,36,2592,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
345,SC50,RL,65,6435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm
346,SC20,RL,0,12772,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm
347,SC20,RL,0,17600,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
348,SC160,RL,36,2448,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
349,SC60,RL,56,20431,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
350,SC120,RL,68,7820,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
351,SC120,RL,0,5271,Pave,None,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm
352,SC50,RL,60,9084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm
353,SC30,RM,60,8520,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
354,SC50,RL,60,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm
355,SC20,RL,105,11249,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
356,SC20,RL,0,9248,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
357,SC120,RM,44,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
358,SC80,RL,92,6930,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm
359,SC60,RL,78,12011,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm
360,SC85,RL,0,7540,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm
361,SC50,RL,0,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
362,SC85,RL,64,7301,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
363,SC160,RM,21,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
364,SC60,RL,0,18800,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm
365,SC70,RM,59,10690,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
366,SC20,RL,0,9500,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
367,SC80,RL,101,9150,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
368,SC20,RL,78,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
369,SC20,RL,0,9830,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
370,SC60,RL,0,8121,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
371,SC50,RL,80,17120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm
372,SC120,RL,50,7175,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
373,SC20,RL,79,10634,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
374,SC60,RL,65,8200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
375,SC30,RL,0,10020,Pave,None,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm
376,SC85,RL,57,8846,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
377,SC60,FV,102,11143,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm
378,SC20,RL,88,11394,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm
379,SC60,RL,60,8123,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm
380,SC50,RL,50,5000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
381,SC20,FV,60,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
382,SC60,RL,79,9245,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
383,SC45,RH,60,9000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm
384,SC60,RL,0,53107,Pave,None,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm
385,SC120,RL,43,3182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
386,SC50,RL,58,8410,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm
387,SC80,RL,72,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
388,SC20,RL,93,9382,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
389,SC60,RL,96,12474,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
390,SC50,RL,50,8405,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
391,SC60,RL,71,12209,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm
392,SC20,RL,0,8339,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
393,SC30,RL,0,7446,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm
394,SC50,RL,60,10134,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
395,SC20,RL,68,9571,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
396,SC20,RL,60,7200,Pave,None,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm
397,SC60,RL,69,7590,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm
398,SC30,RM,60,8967,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm
399,SC60,FV,65,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
400,SC120,RL,38,14963,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm
401,SC20,RL,65,8767,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
402,SC30,RL,60,10200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
403,SC60,RL,93,12090,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm
404,SC60,RL,0,10364,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
405,SC20,RL,0,9991,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm
406,SC50,RL,51,10480,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
407,SC70,RL,63,15576,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
408,SC60,RL,109,14154,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm
409,SC60,FV,85,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
410,SC20,RL,68,9571,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
411,SC190,RL,100,34650,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm
412,SC20,FV,0,4403,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
413,SC30,RM,56,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
414,SC60,RL,59,11228,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm
415,SC20,RL,73,8899,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
416,SC60,RL,74,7844,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
417,SC70,RL,86,22420,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm
418,SC50,RL,60,8160,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
419,SC20,RL,65,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
420,SC90,RM,78,7060,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
421,SC20,RL,0,16635,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm
422,SC20,RL,100,21750,Pave,None,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm
423,SC60,RL,80,9200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
424,SC20,RL,72,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
425,SC60,RM,60,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm
426,SC80,RL,0,12800,Pave,None,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm
427,SC20,RL,77,8593,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
428,SC20,RL,64,6762,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
429,SC20,RL,130,11457,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm
430,SC160,RM,21,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
431,SC50,RM,60,5586,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm
432,SC160,RM,24,1920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
433,SC60,RL,100,10839,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
434,SC180,RM,21,1890,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
435,SC60,RL,43,10667,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm
436,SC50,RM,40,4400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
437,SC45,RM,50,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
438,SC30,RL,40,4280,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
439,SC50,RL,67,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
440,SC20,RL,105,15431,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
441,SC90,RL,92,12108,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
442,SC50,RM,52,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
443,SC120,RL,53,3922,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
444,SC60,RL,70,8750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
445,SC20,RL,73,9855,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
446,SC20,RL,137,16492,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm
447,SC60,RL,0,11214,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
448,SC50,RM,50,8600,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
449,SC50,RM,50,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
450,SC30,RM,70,5684,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
451,SC20,RL,62,70761,Pave,None,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm
452,SC60,RL,0,9303,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm
453,SC60,FV,75,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
454,SC90,RL,63,9297,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
455,SC20,RL,80,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
456,SC70,RM,34,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
457,SC20,RL,0,53227,Pave,None,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm
458,SC70,RM,0,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
459,SC50,RL,0,7015,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm
460,SC60,FV,75,8004,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm
461,SC70,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm
462,SC20,RL,60,8281,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
463,SC70,RL,74,11988,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm
464,SC20,RL,60,8430,Pave,None,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm
465,SC120,RM,0,3072,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
466,SC20,RL,85,10628,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
467,SC70,RL,79,9480,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm
468,SC20,RL,98,11428,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
469,SC60,RL,76,9291,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm
470,SC120,RL,0,6820,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm
471,SC60,RL,92,11952,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm
472,SC180,RM,35,3675,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
473,SC20,RL,110,14977,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
474,SC120,RL,41,5330,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
475,SC20,RL,80,8480,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm
476,SC20,RL,75,13125,Pave,None,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm
477,SC60,RL,105,13693,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
478,SC20,RL,79,10637,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
479,SC30,RM,50,5925,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm
480,SC20,RL,98,16033,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm
481,SC20,RL,72,11846,Pave,None,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm
482,SC70,RM,50,2500,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
483,SC120,RM,32,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm
484,SC20,RL,0,7758,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm
485,SC20,RL,80,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
486,SC20,RL,79,10289,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
